time,news_gold,news_gold_ema5,news_gold_shock,news_silver,news_silver_ema5,news_silver_shock,news_copper,news_copper_ema5,news_copper_shock,news_platinum,news_platinum_ema5,news_platinum_shock,news_palladium,news_palladium_ema5,news_palladium_shock
2000-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000-03-08,0.03,0.01,0.02,0.01,0.0033333332,0.006666667,-0.03,-0.01,-0.02,-0.01,-0.0033333332,-0.006666667,-0.01,-0.0033333332,-0.006666667
2000-03-09,0.06,0.026666665,0.03333333,0.02,0.008888889,0.01111111,-0.06,-0.026666665,-0.03333333,-0.02,-0.008888889,-0.01111111,-0.02,-0.008888889,-0.01111111
2000-03-10,0.3,0.11777778,0.18222223,0.1,0.03925926,0.060740743,-0.3,-0.11777778,-0.18222223,-0.1,-0.03925926,-0.060740743,-0.1,-0.03925926,-0.060740743
2000-03-11,0.24,0.15851852,0.08148147,0.08,0.052839506,0.027160492,-0.24,-0.15851852,-0.08148147,-0.08,-0.052839506,-0.027160492,-0.08,-0.052839506,-0.027160492
2000-03-12,0.18,0.16567901,0.014320999,0.06,0.055226337,0.0047736615,-0.18,-0.16567901,-0.014320999,-0.06,-0.055226337,-0.0047736615,-0.06,-0.055226337,-0.0047736615
2000-03-13,0.12,0.15045267,-0.030452676,0.04,0.05015089,-0.010150891,-0.12,-0.15045267,0.030452676,-0.04,-0.05015089,0.010150891,-0.04,-0.05015089,0.010150891
2000-03-14,0.06,0.12030178,-0.060301784,0.02,0.040100593,-0.020100594,-0.06,-0.12030178,0.060301784,-0.02,-0.040100593,0.020100594,-0.02,-0.040100593,0.020100594
2000-03-15,0.0,0.080201186,-0.080201186,0.0,0.02673373,-0.02673373,0.0,-0.080201186,0.080201186,0.0,-0.02673373,0.02673373,0.0,-0.02673373,0.02673373
2000-03-16,0.0,0.05346746,-0.05346746,0.0,0.017822485,-0.017822485,0.0,-0.05346746,0.05346746,0.0,-0.017822485,0.017822485,0.0,-0.017822485,0.017822485
2000-03-17,0.0,0.035644975,-0.035644975,0.0,0.011881658,-0.011881658,0.0,-0.035644975,0.035644975,0.0,-0.011881658,0.011881658,0.0,-0.011881658,0.011881658
2000-03-18,0.0,0.023763316,-0.023763316,0.0,0.007921105,-0.007921105,0.0,-0.023763316,0.023763316,0.0,-0.007921105,0.007921105,0.0,-0.007921105,0.007921105
2000-03-19,0.0,0.01584221,-0.01584221,0.0,0.005280737,-0.005280737,0.0,-0.01584221,0.01584221,0.0,-0.005280737,0.005280737,0.0,-0.005280737,0.005280737
2000-03-20,0.0,0.010561474,-0.010561474,0.0,0.003520491,-0.003520491,0.0,-0.010561474,0.010561474,0.0,-0.003520491,0.003520491,0.0,-0.003520491,0.003520491
2000-03-21,0.0,0.007040982,-0.007040982,0.0,0.0023469941,-0.0023469941,0.0,-0.007040982,0.007040982,0.0,-0.0023469941,0.0023469941,0.0,-0.0023469941,0.0023469941
2000-03-22,0.0,0.0046939882,-0.0046939882,0.0,0.0015646627,-0.0015646627,0.0,-0.0046939882,0.0046939882,0.0,-0.0015646627,0.0015646627,0.0,-0.0015646627,0.0015646627
2000-03-23,0.0,0.0031293256,-0.0031293256,0.0,0.0010431085,-0.0010431085,0.0,-0.0031293256,0.0031293256,0.0,-0.0010431085,0.0010431085,0.0,-0.0010431085,0.0010431085
2000-03-24,0.0,0.002086217,-0.002086217,0.0,0.00069540564,-0.00069540564,0.0,-0.002086217,0.002086217,0.0,-0.00069540564,0.00069540564,0.0,-0.00069540564,0.00069540564
2000-03-25,0.0,0.0013908113,-0.0013908113,0.0,0.00046360376,-0.00046360376,0.0,-0.0013908113,0.0013908113,0.0,-0.00046360376,0.00046360376,0.0,-0.00046360376,0.00046360376
2000-03-26,0.0,0.0009272075,-0.0009272075,0.0,0.00030906918,-0.00030906918,0.0,-0.0009272075,0.0009272075,0.0,-0.00030906918,0.00030906918,0.0,-0.00030906918,0.00030906918
2000-03-27,0.0,0.00061813835,-0.00061813835,0.0,0.00020604611,-0.00020604611,0.0,-0.00061813835,0.00061813835,0.0,-0.00020604611,0.00020604611,0.0,-0.00020604611,0.00020604611
2000-03-28,0.0,0.00041209225,-0.00041209225,0.0,0.00013736408,-0.00013736408,0.0,-0.00041209225,0.00041209225,0.0,-0.00013736408,0.00013736408,0.0,-0.00013736408,0.00013736408
2000-03-29,0.0,0.00027472817,-0.00027472817,0.0,9.1576054e-05,-9.1576054e-05,0.0,-0.00027472817,0.00027472817,0.0,-9.1576054e-05,9.1576054e-05,0.0,-9.1576054e-05,9.1576054e-05
2000-03-30,0.0,0.00018315211,-0.00018315211,0.0,6.1050705e-05,-6.1050705e-05,0.0,-0.00018315211,0.00018315211,0.0,-6.1050705e-05,6.1050705e-05,0.0,-6.1050705e-05,6.1050705e-05
2000-03-31,0.0,0.00012210141,-0.00012210141,0.0,4.0700466e-05,-4.0700466e-05,0.0,-0.00012210141,0.00012210141,0.0,-4.0700466e-05,4.0700466e-05,0.0,-4.0700466e-05,4.0700466e-05
2000-04-01,0.0,8.140094e-05,-8.140094e-05,0.0,2.7133645e-05,-2.7133645e-05,0.0,-8.140094e-05,8.140094e-05,0.0,-2.7133645e-05,2.7133645e-05,0.0,-2.7133645e-05,2.7133645e-05
2000-04-02,0.0,5.426729e-05,-5.426729e-05,0.0,1.8089097e-05,-1.8089097e-05,0.0,-5.426729e-05,5.426729e-05,0.0,-1.8089097e-05,1.8089097e-05,0.0,-1.8089097e-05,1.8089097e-05
2000-04-03,0.0,3.6178193e-05,-3.6178193e-05,0.0,1.2059398e-05,-1.2059398e-05,0.0,-3.6178193e-05,3.6178193e-05,0.0,-1.2059398e-05,1.2059398e-05,0.0,-1.2059398e-05,1.2059398e-05
2000-04-04,0.0,2.4118795e-05,-2.4118795e-05,0.0,8.0395985e-06,-8.0395985e-06,0.0,-2.4118795e-05,2.4118795e-05,0.0,-8.0395985e-06,8.0395985e-06,0.0,-8.0395985e-06,8.0395985e-06
2000-04-05,0.0,1.6079197e-05,-1.6079197e-05,0.0,5.3597323e-06,-5.3597323e-06,0.0,-1.6079197e-05,1.6079197e-05,0.0,-5.3597323e-06,5.3597323e-06,0.0,-5.3597323e-06,5.3597323e-06
2000-04-06,0.0,1.0719465e-05,-1.0719465e-05,0.0,3.5731548e-06,-3.5731548e-06,0.0,-1.0719465e-05,1.0719465e-05,0.0,-3.5731548e-06,3.5731548e-06,0.0,-3.5731548e-06,3.5731548e-06
2000-04-07,0.0,7.14631e-06,-7.14631e-06,0.0,2.3821033e-06,-2.3821033e-06,0.0,-7.14631e-06,7.14631e-06,0.0,-2.3821033e-06,2.3821033e-06,0.0,-2.3821033e-06,2.3821033e-06
2000-04-08,0.0,4.7642066e-06,-4.7642066e-06,0.0,1.5880688e-06,-1.5880688e-06,0.0,-4.7642066e-06,4.7642066e-06,0.0,-1.5880688e-06,1.5880688e-06,0.0,-1.5880688e-06,1.5880688e-06
2000-04-09,0.0,3.1761379e-06,-3.1761379e-06,0.0,1.0587125e-06,-1.0587125e-06,0.0,-3.1761379e-06,3.1761379e-06,0.0,-1.0587125e-06,1.0587125e-06,0.0,-1.0587125e-06,1.0587125e-06
2000-04-10,0.0,2.117425e-06,-2.117425e-06,0.0,7.0580836e-07,-7.0580836e-07,0.0,-2.117425e-06,2.117425e-06,0.0,-7.0580836e-07,7.0580836e-07,0.0,-7.0580836e-07,7.0580836e-07
2000-04-11,0.0,1.4116168e-06,-1.4116168e-06,0.0,4.705389e-07,-4.705389e-07,0.0,-1.4116168e-06,1.4116168e-06,0.0,-4.705389e-07,4.705389e-07,0.0,-4.705389e-07,4.705389e-07
2000-04-12,0.0,9.410779e-07,-9.410779e-07,0.0,3.1369262e-07,-3.1369262e-07,0.0,-9.410779e-07,9.410779e-07,0.0,-3.1369262e-07,3.1369262e-07,0.0,-3.1369262e-07,3.1369262e-07
2000-04-13,0.0,6.2738525e-07,-6.2738525e-07,0.0,2.091284e-07,-2.091284e-07,0.0,-6.2738525e-07,6.2738525e-07,0.0,-2.091284e-07,2.091284e-07,0.0,-2.091284e-07,2.091284e-07
2000-04-14,0.0,4.1825683e-07,-4.1825683e-07,0.0,1.3941894e-07,-1.3941894e-07,0.0,-4.1825683e-07,4.1825683e-07,0.0,-1.3941894e-07,1.3941894e-07,0.0,-1.3941894e-07,1.3941894e-07
2000-04-15,0.0,2.788379e-07,-2.788379e-07,0.0,9.294596e-08,-9.294596e-08,0.0,-2.788379e-07,2.788379e-07,0.0,-9.294596e-08,9.294596e-08,0.0,-9.294596e-08,9.294596e-08
2000-04-16,0.0,1.8589192e-07,-1.8589192e-07,0.0,6.196397e-08,-6.196397e-08,0.0,-1.8589192e-07,1.8589192e-07,0.0,-6.196397e-08,6.196397e-08,0.0,-6.196397e-08,6.196397e-08
2000-04-17,0.0,1.2392795e-07,-1.2392795e-07,0.0,4.1309317e-08,-4.1309317e-08,0.0,-1.2392795e-07,1.2392795e-07,0.0,-4.1309317e-08,4.1309317e-08,0.0,-4.1309317e-08,4.1309317e-08
2000-04-18,0.0,8.2618634e-08,-8.2618634e-08,0.0,2.7539544e-08,-2.7539544e-08,0.0,-8.2618634e-08,8.2618634e-08,0.0,-2.7539544e-08,2.7539544e-08,0.0,-2.7539544e-08,2.7539544e-08
2000-04-19,0.0,5.5079088e-08,-5.5079088e-08,0.0,1.8359696e-08,-1.8359696e-08,0.0,-5.5079088e-08,5.5079088e-08,0.0,-1.8359696e-08,1.8359696e-08,0.0,-1.8359696e-08,1.8359696e-08
2000-04-20,0.0,3.6719392e-08,-3.6719392e-08,0.0,1.2239797e-08,-1.2239797e-08,0.0,-3.6719392e-08,3.6719392e-08,0.0,-1.2239797e-08,1.2239797e-08,0.0,-1.2239797e-08,1.2239797e-08
2000-04-21,0.0,2.4479595e-08,-2.4479595e-08,0.0,8.159865e-09,-8.159865e-09,0.0,-2.4479595e-08,2.4479595e-08,0.0,-8.159865e-09,8.159865e-09,0.0,-8.159865e-09,8.159865e-09
2000-04-22,0.0,1.631973e-08,-1.631973e-08,0.0,5.43991e-09,-5.43991e-09,0.0,-1.631973e-08,1.631973e-08,0.0,-5.43991e-09,5.43991e-09,0.0,-5.43991e-09,5.43991e-09
2000-04-23,0.0,1.087982e-08,-1.087982e-08,0.0,3.6266066e-09,-3.6266066e-09,0.0,-1.087982e-08,1.087982e-08,0.0,-3.6266066e-09,3.6266066e-09,0.0,-3.6266066e-09,3.6266066e-09
2000-04-24,0.0,7.253213e-09,-7.253213e-09,0.0,2.4177378e-09,-2.4177378e-09,0.0,-7.253213e-09,7.253213e-09,0.0,-2.4177378e-09,2.4177378e-09,0.0,-2.4177378e-09,2.4177378e-09
2000-04-25,0.0,4.8354756e-09,-4.8354756e-09,0.0,1.6118251e-09,-1.6118251e-09,0.0,-4.8354756e-09,4.8354756e-09,0.0,-1.6118251e-09,1.6118251e-09,0.0,-1.6118251e-09,1.6118251e-09
2000-04-26,0.0,3.2236502e-09,-3.2236502e-09,0.0,1.0745501e-09,-1.0745501e-09,0.0,-3.2236502e-09,3.2236502e-09,0.0,-1.0745501e-09,1.0745501e-09,0.0,-1.0745501e-09,1.0745501e-09
2000-04-27,0.0,2.1491002e-09,-2.1491002e-09,0.0,7.1636674e-10,-7.1636674e-10,0.0,-2.1491002e-09,2.1491002e-09,0.0,-7.1636674e-10,7.1636674e-10,0.0,-7.1636674e-10,7.1636674e-10
2000-04-28,0.0,1.4327335e-09,-1.4327335e-09,0.0,4.775778e-10,-4.775778e-10,0.0,-1.4327335e-09,1.4327335e-09,0.0,-4.775778e-10,4.775778e-10,0.0,-4.775778e-10,4.775778e-10
2000-04-29,0.0,9.551556e-10,-9.551556e-10,0.0,3.183852e-10,-3.183852e-10,0.0,-9.551556e-10,9.551556e-10,0.0,-3.183852e-10,3.183852e-10,0.0,-3.183852e-10,3.183852e-10
2000-04-30,0.0,6.367704e-10,-6.367704e-10,0.0,2.1225681e-10,-2.1225681e-10,0.0,-6.367704e-10,6.367704e-10,0.0,-2.1225681e-10,2.1225681e-10,0.0,-2.1225681e-10,2.1225681e-10
2000-05-01,0.0,4.2451362e-10,-4.2451362e-10,0.0,1.4150454e-10,-1.4150454e-10,0.0,-4.2451362e-10,4.2451362e-10,0.0,-1.4150454e-10,1.4150454e-10,0.0,-1.4150454e-10,1.4150454e-10
2000-05-02,0.0,2.830091e-10,-2.830091e-10,0.0,9.433636e-11,-9.433636e-11,0.0,-2.830091e-10,2.830091e-10,0.0,-9.433636e-11,9.433636e-11,0.0,-9.433636e-11,9.433636e-11
2000-05-03,0.0,1.8867272e-10,-1.8867272e-10,0.0,6.289091e-11,-6.289091e-11,0.0,-1.8867272e-10,1.8867272e-10,0.0,-6.289091e-11,6.289091e-11,0.0,-6.289091e-11,6.289091e-11
2000-05-04,0.0,1.2578182e-10,-1.2578182e-10,0.0,4.192727e-11,-4.192727e-11,0.0,-1.2578182e-10,1.2578182e-10,0.0,-4.192727e-11,4.192727e-11,0.0,-4.192727e-11,4.192727e-11
2000-05-05,0.0,8.385454e-11,-8.385454e-11,0.0,2.7951514e-11,-2.7951514e-11,0.0,-8.385454e-11,8.385454e-11,0.0,-2.7951514e-11,2.7951514e-11,0.0,-2.7951514e-11,2.7951514e-11
2000-05-06,0.0,5.590303e-11,-5.590303e-11,0.0,1.8634342e-11,-1.8634342e-11,0.0,-5.590303e-11,5.590303e-11,0.0,-1.8634342e-11,1.8634342e-11,0.0,-1.8634342e-11,1.8634342e-11
2000-05-07,0.0,3.7268685e-11,-3.7268685e-11,0.0,1.2422895e-11,-1.2422895e-11,0.0,-3.7268685e-11,3.7268685e-11,0.0,-1.2422895e-11,1.2422895e-11,0.0,-1.2422895e-11,1.2422895e-11
2000-05-08,0.0,2.484579e-11,-2.484579e-11,0.0,8.28193e-12,-8.28193e-12,0.0,-2.484579e-11,2.484579e-11,0.0,-8.28193e-12,8.28193e-12,0.0,-8.28193e-12,8.28193e-12
2000-05-09,0.0,1.656386e-11,-1.656386e-11,0.0,5.5212866e-12,-5.5212866e-12,0.0,-1.656386e-11,1.656386e-11,0.0,-5.5212866e-12,5.5212866e-12,0.0,-5.5212866e-12,5.5212866e-12
2000-05-10,0.0,1.1042573e-11,-1.1042573e-11,0.0,3.6808577e-12,-3.6808577e-12,0.0,-1.1042573e-11,1.1042573e-11,0.0,-3.6808577e-12,3.6808577e-12,0.0,-3.6808577e-12,3.6808577e-12
2000-05-11,0.0,7.361715e-12,-7.361715e-12,0.0,2.4539051e-12,-2.4539051e-12,0.0,-7.361715e-12,7.361715e-12,0.0,-2.4539051e-12,2.4539051e-12,0.0,-2.4539051e-12,2.4539051e-12
2000-05-12,0.0,4.9078103e-12,-4.9078103e-12,0.0,1.6359368e-12,-1.6359368e-12,0.0,-4.9078103e-12,4.9078103e-12,0.0,-1.6359368e-12,1.6359368e-12,0.0,-1.6359368e-12,1.6359368e-12
2000-05-13,0.0,3.2718737e-12,-3.2718737e-12,0.0,1.0906246e-12,-1.0906246e-12,0.0,-3.2718737e-12,3.2718737e-12,0.0,-1.0906246e-12,1.0906246e-12,0.0,-1.0906246e-12,1.0906246e-12
2000-05-14,0.0,2.181249e-12,-2.181249e-12,0.0,7.27083e-13,-7.27083e-13,0.0,-2.181249e-12,2.181249e-12,0.0,-7.27083e-13,7.27083e-13,0.0,-7.27083e-13,7.27083e-13
2000-05-15,0.0,1.4541661e-12,-1.4541661e-12,0.0,4.84722e-13,-4.84722e-13,0.0,-1.4541661e-12,1.4541661e-12,0.0,-4.84722e-13,4.84722e-13,0.0,-4.84722e-13,4.84722e-13
2000-05-16,0.0,9.69444e-13,-9.69444e-13,0.0,3.23148e-13,-3.23148e-13,0.0,-9.69444e-13,9.69444e-13,0.0,-3.23148e-13,3.23148e-13,0.0,-3.23148e-13,3.23148e-13
2000-05-17,0.0,6.46296e-13,-6.46296e-13,0.0,2.15432e-13,-2.15432e-13,0.0,-6.46296e-13,6.46296e-13,0.0,-2.15432e-13,2.15432e-13,0.0,-2.15432e-13,2.15432e-13
2000-05-18,0.0,4.3086403e-13,-4.3086403e-13,0.0,1.4362133e-13,-1.4362133e-13,0.0,-4.3086403e-13,4.3086403e-13,0.0,-1.4362133e-13,1.4362133e-13,0.0,-1.4362133e-13,1.4362133e-13
2000-05-19,0.0,2.8724267e-13,-2.8724267e-13,0.0,9.574756e-14,-9.574756e-14,0.0,-2.8724267e-13,2.8724267e-13,0.0,-9.574756e-14,9.574756e-14,0.0,-9.574756e-14,9.574756e-14
2000-05-20,0.0,1.9149512e-13,-1.9149512e-13,0.0,6.3831705e-14,-6.3831705e-14,0.0,-1.9149512e-13,1.9149512e-13,0.0,-6.3831705e-14,6.3831705e-14,0.0,-6.3831705e-14,6.3831705e-14
2000-05-21,0.0,1.2766341e-13,-1.2766341e-13,0.0,4.255447e-14,-4.255447e-14,0.0,-1.2766341e-13,1.2766341e-13,0.0,-4.255447e-14,4.255447e-14,0.0,-4.255447e-14,4.255447e-14
2000-05-22,0.0,8.510894e-14,-8.510894e-14,0.0,2.8369647e-14,-2.8369647e-14,0.0,-8.510894e-14,8.510894e-14,0.0,-2.8369647e-14,2.8369647e-14,0.0,-2.8369647e-14,2.8369647e-14
2000-05-23,0.0,5.6739295e-14,-5.6739295e-14,0.0,1.8913097e-14,-1.8913097e-14,0.0,-5.6739295e-14,5.6739295e-14,0.0,-1.8913097e-14,1.8913097e-14,0.0,-1.8913097e-14,1.8913097e-14
2000-05-24,0.0,3.7826198e-14,-3.7826198e-14,0.0,1.2608732e-14,-1.2608732e-14,0.0,-3.7826198e-14,3.7826198e-14,0.0,-1.2608732e-14,1.2608732e-14,0.0,-1.2608732e-14,1.2608732e-14
2000-05-25,0.0,2.5217463e-14,-2.5217463e-14,0.0,8.405821e-15,-8.405821e-15,0.0,-2.5217463e-14,2.5217463e-14,0.0,-8.405821e-15,8.405821e-15,0.0,-8.405821e-15,8.405821e-15
2000-05-26,0.0,1.6811642e-14,-1.6811642e-14,0.0,5.603881e-15,-5.603881e-15,0.0,-1.6811642e-14,1.6811642e-14,0.0,-5.603881e-15,5.603881e-15,0.0,-5.603881e-15,5.603881e-15
2000-05-27,0.0,1.1207762e-14,-1.1207762e-14,0.0,3.7359206e-15,-3.7359206e-15,0.0,-1.1207762e-14,1.1207762e-14,0.0,-3.7359206e-15,3.7359206e-15,0.0,-3.7359206e-15,3.7359206e-15
2000-05-28,0.0,7.471841e-15,-7.471841e-15,0.0,2.4906138e-15,-2.4906138e-15,0.0,-7.471841e-15,7.471841e-15,0.0,-2.4906138e-15,2.4906138e-15,0.0,-2.4906138e-15,2.4906138e-15
